hour_of_day,Payment_Mode,Price,Tea_Name,Time_of_Day,Weekday,Month_name,Weekdaysort,Mondaythsort,Date,Time
16,Cash,12,Masala Chai,Afternoon,Thursday,October,4,10,12-10-2024,20.28.05
16,GPay,20,Tandoori Chai,Afternoon,Thursday,October,4,10,12-10-2024,20.28.05
16,Cash,20,Tandoori Chai,Afternoon,Thursday,October,4,10,12-10-2024,20.28.05
17,Cash,15,Black Tea,Night,Thursday,October,4,10,12-10-2024,8.27.08
17,Paytm,20,Tandoori Chai,Night,Thursday,October,4,10,12-10-2024,9.30.03
19,Cash,12,Masala Chai,Night,Thursday,October,4,10,12-10-2024,9.30.03
20,Paytm,18,Adrak Chai,Night,Thursday,October,4,10,12-10-2024,11.36.04
21,Cash,12,Masala Chai,Night,Thursday,October,4,10,12-10-2024,11.36.04
21,GPay,12,Masala Chai,Night,Thursday,October,4,10,12-10-2024,11.36.04
21,Paytm,12,Masala Chai,Night,Thursday,October,4,10,12-10-2024,11.36.04
21,Paytm,20,Tandoori Chai,Night,Thursday,October,4,10,12-10-2024,11.36.04
8,Paytm,18,Green Tea,Morning,Friday,October,5,10,12-10-2024,11.36.04
8,Cash,18,Green Tea,Morning,Friday,October,5,10,12-10-2024,11.36.04
9,GPay,18,Green Tea,Morning,Friday,October,5,10,12-10-2024,11.36.04
9,Cash,18,Green Tea,Morning,Friday,October,5,10,12-10-2024,11.36.04
9,GPay,15,Black Tea,Morning,Friday,October,5,10,12-10-2024,11.36.04
11,Cash,15,Black Tea,Morning,Friday,October,5,10,12-10-2024,11.36.04
14,Cash,12,Masala Chai,Afternoon,Friday,October,5,10,12-10-2024,11.36.04
14,GPay,15,Black Tea,Afternoon,Friday,October,5,10,12-10-2024,11.36.04
15,GPay,35,Irani Chai,Afternoon,Friday,October,5,10,12-10-2024,11.36.04
16,Cash,12,Masala Chai,Afternoon,Friday,October,5,10,12-10-2024,9.57.09
17,GPay,20,Tandoori Chai,Night,Friday,October,5,10,12-10-2024,9.57.09
21,Paytm,18,Green Tea,Night,Friday,October,5,10,12-10-2024,14.40.02
21,Paytm,18,Green Tea,Night,Friday,October,5,10,12-10-2024,15.22.05
21,Cash,18,Adrak Chai,Night,Friday,October,5,10,12-10-2024,15.22.05
22,Paytm,12,Masala Chai,Night,Friday,October,5,10,12-10-2024,3.27.00
8,Paytm,18,Adrak Chai,Morning,Saturday,October,6,10,12-10-2024,3.27.00
13,Paytm,12,Masala Chai,Afternoon,Saturday,October,6,10,12-10-2024,22.06.01
14,Paytm,15,Black Tea,Afternoon,Saturday,October,6,10,12-10-2024,10.32.06
15,GPay,20,Tandoori Chai,Afternoon,Saturday,October,6,10,12-10-2024,10.32.06
15,Cash,12,Masala Chai,Afternoon,Saturday,October,6,10,12-10-2024,10.32.06
16,Cash,12,Masala Chai,Afternoon,Saturday,October,6,10,12-10-2024,2.45.08
16,Cash,12,Masala Chai,Afternoon,Saturday,October,6,10,12-10-2024,17.42.05
21,GPay,18,Green Tea,Night,Saturday,October,6,10,12-10-2024,17.42.05
22,Cash,15,Black Tea,Night,Saturday,October,6,10,12-10-2024,17.42.05
8,Cash,12,Masala Chai,Morning,Sunday,October,7,10,12-10-2024,17.42.05
8,GPay,18,Green Tea,Morning,Sunday,October,7,10,12-10-2024,17.42.05
11,Cash,12,Masala Chai,Morning,Sunday,October,7,10,12-10-2024,16.51.08
14,Cash,20,Tandoori Chai,Afternoon,Sunday,October,7,10,12-10-2024,16.51.08
14,GPay,25,Rose Tea,Afternoon,Sunday,October,7,10,12-10-2024,16.51.08
15,Cash,18,Adrak Chai,Afternoon,Sunday,October,7,10,12-10-2024,16.51.08
16,GPay,12,Masala Chai,Afternoon,Sunday,October,7,10,12-10-2024,16.51.08
16,Cash,12,Masala Chai,Afternoon,Sunday,October,7,10,12-10-2024,16.51.08
17,GPay,12,Masala Chai,Night,Sunday,October,7,10,12-10-2024,16.51.08
18,Cash,18,Green Tea,Night,Sunday,October,7,10,12-10-2024,16.51.08
18,Cash,18,Green Tea,Night,Sunday,October,7,10,12-10-2024,16.51.08
21,Cash,20,Tandoori Chai,Night,Sunday,October,7,10,12-10-2024,14.18.00
21,GPay,25,Rose Tea,Night,Sunday,October,7,10,12-10-2024,15.17.08
21,Paytm,18,Green Tea,Night,Sunday,October,7,10,12-10-2024,17.26.09
21,Paytm,12,Masala Chai,Night,Sunday,October,7,10,12-10-2024,17.26.09
22,Cash,15,Black Tea,Night,Sunday,October,7,10,12-10-2024,17.29.00
7,Paytm,12,Masala Chai,Morning,Monday,October,1,10,12-10-2024,17.29.00
8,Cash,12,Masala Chai,Morning,Monday,October,1,10,12-10-2024,19.56.04
9,Cash,18,Adrak Chai,Morning,Monday,October,1,10,12-10-2024,4.54.04
9,Cash,12,Masala Chai,Morning,Monday,October,1,10,12-10-2024,4.54.04
10,GPay,35,Irani Chai,Morning,Monday,October,1,10,12-10-2024,4.54.04
10,Cash,25,Rose Tea,Morning,Monday,October,1,10,12-10-2024,4.54.04
10,Cash,25,Rose Tea,Morning,Monday,October,1,10,12-10-2024,4.54.04
11,Paytm,30,Butter Chai,Morning,Monday,October,1,10,12-10-2024,4.54.04
12,Cash,15,Black Tea,Afternoon,Monday,October,1,10,12-10-2024,4.54.04
14,Cash,12,Masala Chai,Afternoon,Monday,October,1,10,12-10-2024,4.54.04
14,Cash,12,Masala Chai,Afternoon,Monday,October,1,10,12-10-2024,4.54.04
15,Paytm,18,Adrak Chai,Afternoon,Monday,October,1,10,12-10-2024,4.54.04
15,Cash,25,Rose Tea,Afternoon,Monday,October,1,10,12-10-2024,4.54.04
16,Paytm,18,Green Tea,Afternoon,Monday,October,1,10,12-10-2024,4.54.04
16,Cash,12,Masala Chai,Afternoon,Monday,October,1,10,12-10-2024,4.54.04
19,Cash,20,Tandoori Chai,Night,Monday,October,1,10,12-10-2024,21.13.04
21,Cash,12,Masala Chai,Night,Monday,October,1,10,12-10-2024,5.36.01
22,Cash,18,Green Tea,Night,Monday,October,1,10,12-10-2024,5.36.01
22,GPay,20,Tandoori Chai,Night,Monday,October,1,10,12-10-2024,5.36.01
7,Cash,12,Masala Chai,Morning,Tuesday,October,2,10,12-10-2024,5.36.01
7,Paytm,15,Black Tea,Morning,Tuesday,October,2,10,12-10-2024,5.36.01
8,Paytm,18,Adrak Chai,Morning,Tuesday,October,2,10,12-10-2024,5.36.01
9,Cash,25,Rose Tea,Morning,Tuesday,October,2,10,12-10-2024,17.50.04
10,GPay,30,Butter Chai,Morning,Tuesday,October,2,10,12-10-2024,17.50.04
10,Cash,25,Rose Tea,Morning,Tuesday,October,2,10,12-10-2024,17.50.04
18,Cash,35,Irani Chai,Night,Tuesday,October,2,10,12-10-2024,7.02.06
19,Paytm,20,Tandoori Chai,Night,Tuesday,October,2,10,12-10-2024,7.02.06
19,Cash,12,Masala Chai,Night,Tuesday,October,2,10,12-10-2024,7.02.06
7,Cash,12,Masala Chai,Morning,Wednesday,October,3,10,12-10-2024,7.02.06
8,GPay,18,Adrak Chai,Morning,Wednesday,October,3,10,12-10-2024,7.02.06
10,GPay,25,Rose Tea,Morning,Wednesday,October,3,10,12-10-2024,7.02.06
12,Cash,18,Adrak Chai,Afternoon,Wednesday,October,3,10,12-10-2024,7.02.06
16,Cash,18,Adrak Chai,Afternoon,Wednesday,October,3,10,12-10-2024,20.02.03
16,Paytm,18,Adrak Chai,Afternoon,Wednesday,October,3,10,12-10-2024,21.09.00
16,Cash,15,Black Tea,Afternoon,Wednesday,October,3,10,12-10-2024,21.09.00
17,Paytm,30,Butter Chai,Night,Wednesday,October,3,10,12-10-2024,2.46.03
18,GPay,18,Green Tea,Night,Wednesday,October,3,10,12-10-2024,2.46.03
19,GPay,15,Black Tea,Night,Wednesday,October,3,10,12-10-2024,0.43.00
21,Cash,18,Adrak Chai,Night,Wednesday,October,3,10,12-10-2024,0.43.00
21,Cash,20,Tandoori Chai,Night,Wednesday,October,3,10,12-10-2024,0.43.00
22,Paytm,12,Masala Chai,Night,Wednesday,October,3,10,12-10-2024,23.38.03
12,Cash,35,Irani Chai,Afternoon,Thursday,October,4,10,12-10-2024,7.46.06
13,GPay,15,Black Tea,Afternoon,Thursday,October,4,10,12-10-2024,23.59.06
14,Cash,15,Black Tea,Afternoon,Thursday,October,4,10,12-10-2024,9.46.07
14,Cash,20,Tandoori Chai,Afternoon,Thursday,October,4,10,12-10-2024,9.46.07
14,Paytm,12,Masala Chai,Afternoon,Thursday,October,4,10,12-10-2024,9.46.07
15,Cash,12,Masala Chai,Afternoon,Thursday,October,4,10,12-10-2024,9.46.07
15,Cash,12,Masala Chai,Afternoon,Thursday,October,4,10,12-10-2024,9.46.07
18,GPay,35,Irani Chai,Night,Thursday,October,4,10,12-10-2024,9.46.07
18,Cash,35,Irani Chai,Night,Thursday,October,4,10,12-10-2024,9.46.07
19,Cash,12,Masala Chai,Night,Thursday,October,4,10,12-10-2024,9.46.07
20,GPay,35,Irani Chai,Night,Thursday,October,4,10,12-10-2024,9.46.07
21,GPay,20,Tandoori Chai,Night,Thursday,October,4,10,12-10-2024,14.44.09
21,Paytm,20,Tandoori Chai,Night,Thursday,October,4,10,12-10-2024,15.29.01
21,Cash,20,Tandoori Chai,Night,Thursday,October,4,10,12-10-2024,15.29.01
21,Cash,15,Black Tea,Night,Thursday,October,4,10,12-10-2024,15.29.01
7,Cash,15,Black Tea,Morning,Friday,October,5,10,12-10-2024,15.29.01
7,Cash,30,Butter Chai,Morning,Friday,October,5,10,12-10-2024,15.29.01
8,GPay,18,Green Tea,Morning,Friday,October,5,10,12-10-2024,10.04.08
8,Cash,12,Masala Chai,Morning,Friday,October,5,10,12-10-2024,10.54.06
8,GPay,18,Green Tea,Morning,Friday,October,5,10,12-10-2024,18.49.08
10,GPay,35,Irani Chai,Morning,Friday,October,5,10,12-10-2024,3.28.03
10,Paytm,35,Irani Chai,Morning,Friday,October,5,10,12-10-2024,5.21.00
10,Cash,18,Adrak Chai,Morning,Friday,October,5,10,12-10-2024,5.21.00
11,Cash,18,Green Tea,Morning,Friday,October,5,10,12-10-2024,5.21.00
11,GPay,18,Green Tea,Morning,Friday,October,5,10,12-10-2024,5.21.00
12,GPay,25,Rose Tea,Afternoon,Friday,October,5,10,12-10-2024,6.50.02
12,Cash,12,Masala Chai,Afternoon,Friday,October,5,10,12-10-2024,6.50.02
14,Paytm,15,Black Tea,Afternoon,Friday,October,5,10,12-10-2024,23.16.06
22,GPay,20,Tandoori Chai,Night,Friday,October,5,10,12-10-2024,19.24.00
22,Cash,30,Butter Chai,Night,Friday,October,5,10,12-10-2024,22.31.07
7,Cash,15,Black Tea,Morning,Saturday,October,6,10,12-10-2024,22.31.07
8,Paytm,25,Rose Tea,Morning,Saturday,October,6,10,12-10-2024,22.31.07
8,Cash,15,Black Tea,Morning,Saturday,October,6,10,12-10-2024,22.31.07
10,Cash,35,Irani Chai,Morning,Saturday,October,6,10,12-10-2024,22.31.07
12,Paytm,18,Green Tea,Afternoon,Saturday,October,6,10,12-10-2024,18.09.03
13,Cash,12,Masala Chai,Afternoon,Saturday,October,6,10,12-10-2024,3.31.00
14,Cash,12,Masala Chai,Afternoon,Saturday,October,6,10,12-10-2024,3.31.00
14,Cash,18,Adrak Chai,Afternoon,Saturday,October,6,10,12-10-2024,3.31.00
15,Paytm,25,Rose Tea,Afternoon,Saturday,October,6,10,12-10-2024,5.22.01
15,GPay,25,Rose Tea,Afternoon,Saturday,October,6,10,12-10-2024,6.19.01
15,Paytm,12,Masala Chai,Afternoon,Saturday,October,6,10,12-10-2024,6.19.01
15,Cash,12,Masala Chai,Afternoon,Saturday,October,6,10,12-10-2024,6.19.01
15,Cash,18,Adrak Chai,Afternoon,Saturday,October,6,10,12-10-2024,6.19.01
15,Paytm,18,Adrak Chai,Afternoon,Saturday,October,6,10,12-10-2024,6.19.01
19,Cash,15,Black Tea,Night,Saturday,October,6,10,12-10-2024,19.21.03
20,Cash,18,Adrak Chai,Night,Saturday,October,6,10,12-10-2024,19.21.03
11,Paytm,18,Adrak Chai,Morning,Sunday,October,7,10,12-10-2024,1.56.09
12,Paytm,12,Masala Chai,Afternoon,Sunday,October,7,10,12-10-2024,1.56.09
12,Cash,18,Adrak Chai,Afternoon,Sunday,October,7,10,12-10-2024,1.56.09
13,GPay,15,Black Tea,Afternoon,Sunday,October,7,10,12-10-2024,1.56.09
16,GPay,12,Masala Chai,Afternoon,Sunday,October,7,10,12-10-2024,17.06.02
7,GPay,15,Black Tea,Morning,Monday,October,1,10,12-10-2024,17.06.02
8,GPay,35,Irani Chai,Morning,Monday,October,1,10,12-10-2024,1.12.03
8,Cash,12,Masala Chai,Morning,Monday,October,1,10,12-10-2024,1.12.03
9,GPay,18,Adrak Chai,Morning,Monday,October,1,10,12-10-2024,15.42.08
11,GPay,12,Masala Chai,Morning,Monday,October,1,10,12-10-2024,15.42.08
11,Cash,12,Masala Chai,Morning,Monday,October,1,10,12-10-2024,15.42.08
12,Cash,20,Tandoori Chai,Afternoon,Monday,October,1,10,12-10-2024,1.36.01
12,GPay,18,Adrak Chai,Afternoon,Monday,October,1,10,12-10-2024,2.34.08
12,GPay,15,Black Tea,Afternoon,Monday,October,1,10,12-10-2024,21.30.04
14,GPay,18,Adrak Chai,Afternoon,Monday,October,1,10,12-10-2024,10.54.06
14,Paytm,18,Adrak Chai,Afternoon,Monday,October,1,10,12-10-2024,11.56.03
14,Cash,18,Adrak Chai,Afternoon,Monday,October,1,10,12-10-2024,11.56.03
16,Paytm,12,Masala Chai,Afternoon,Monday,October,1,10,12-10-2024,1.20.05
17,Cash,18,Green Tea,Night,Monday,October,1,10,12-10-2024,1.20.05
17,Paytm,18,Green Tea,Night,Monday,October,1,10,12-10-2024,1.20.05
19,Cash,15,Black Tea,Night,Monday,October,1,10,12-10-2024,10.25.03
21,Paytm,18,Adrak Chai,Night,Monday,October,1,10,12-10-2024,20.03.06
22,Cash,18,Adrak Chai,Night,Monday,October,1,10,12-10-2024,5.50.08
8,Cash,12,Masala Chai,Morning,Tuesday,October,2,10,12-10-2024,5.50.08
8,GPay,12,Masala Chai,Morning,Tuesday,October,2,10,12-10-2024,5.50.08
9,GPay,12,Masala Chai,Morning,Tuesday,October,2,10,12-10-2024,5.50.08
11,Cash,18,Adrak Chai,Morning,Tuesday,October,2,10,12-10-2024,5.50.08
12,Paytm,30,Butter Chai,Afternoon,Tuesday,October,2,10,12-10-2024,21.36.08
14,Cash,25,Rose Tea,Afternoon,Tuesday,October,2,10,12-10-2024,15.43.08
14,Cash,25,Rose Tea,Afternoon,Tuesday,October,2,10,12-10-2024,17.00.07
14,Paytm,15,Black Tea,Afternoon,Tuesday,October,2,10,12-10-2024,17.00.07
16,Cash,20,Tandoori Chai,Afternoon,Tuesday,October,2,10,12-10-2024,9.33.07
16,Cash,18,Green Tea,Afternoon,Tuesday,October,2,10,12-10-2024,10.56.08
16,GPay,18,Green Tea,Afternoon,Tuesday,October,2,10,12-10-2024,17.33.04
18,GPay,18,Adrak Chai,Night,Tuesday,October,2,10,12-10-2024,2.04.04
18,Paytm,18,Adrak Chai,Night,Tuesday,October,2,10,12-10-2024,2.57.04
19,Cash,18,Adrak Chai,Night,Tuesday,October,2,10,12-10-2024,2.05.04
19,GPay,15,Black Tea,Night,Tuesday,October,2,10,12-10-2024,5.44.04
19,GPay,20,Tandoori Chai,Night,Tuesday,October,2,10,12-10-2024,5.44.04
19,Paytm,12,Masala Chai,Night,Tuesday,October,2,10,12-10-2024,5.44.04
20,Paytm,12,Masala Chai,Night,Tuesday,October,2,10,12-10-2024,7.35.07
7,Paytm,12,Masala Chai,Morning,Wednesday,October,3,10,12-10-2024,7.35.07
8,Paytm,18,Adrak Chai,Morning,Wednesday,October,3,10,12-10-2024,7.35.07
8,GPay,18,Adrak Chai,Morning,Wednesday,October,3,10,12-10-2024,7.35.07
9,Cash,12,Masala Chai,Morning,Wednesday,October,3,10,12-10-2024,11.29.04
10,Paytm,12,Masala Chai,Morning,Wednesday,October,3,10,12-10-2024,11.29.04
10,GPay,12,Masala Chai,Morning,Wednesday,October,3,10,12-10-2024,11.29.04
12,Paytm,12,Masala Chai,Afternoon,Wednesday,October,3,10,12-10-2024,8.45.09
12,GPay,35,Irani Chai,Afternoon,Wednesday,October,3,10,12-10-2024,9.46.08
12,Cash,18,Adrak Chai,Afternoon,Wednesday,October,3,10,12-10-2024,10.58.04
12,Cash,35,Irani Chai,Afternoon,Wednesday,October,3,10,12-10-2024,10.58.04
15,Paytm,12,Masala Chai,Afternoon,Wednesday,October,3,10,12-10-2024,5.15.02
15,GPay,12,Masala Chai,Afternoon,Wednesday,October,3,10,12-10-2024,7.03.00
16,GPay,18,Adrak Chai,Afternoon,Wednesday,October,3,10,12-10-2024,4.48.04
18,Paytm,20,Tandoori Chai,Night,Wednesday,October,3,10,12-10-2024,8.12.05
19,GPay,18,Adrak Chai,Night,Wednesday,October,3,10,12-10-2024,18.31.05
19,GPay,18,Adrak Chai,Night,Wednesday,October,3,10,12-10-2024,18.31.05
7,Cash,12,Masala Chai,Morning,Thursday,October,4,10,12-10-2024,18.31.05
8,GPay,12,Masala Chai,Morning,Thursday,October,4,10,12-10-2024,18.31.05
9,Cash,18,Adrak Chai,Morning,Thursday,October,4,10,12-10-2024,18.19.01
15,Paytm,12,Masala Chai,Afternoon,Thursday,October,4,10,12-10-2024,18.19.01
16,Cash,18,Adrak Chai,Afternoon,Thursday,October,4,10,12-10-2024,0.31.00
8,Paytm,18,Green Tea,Morning,Friday,November,5,11,01-11-2024,0.31.00
8,Cash,35,Irani Chai,Morning,Friday,November,5,11,01-11-2024,0.31.00
10,GPay,12,Masala Chai,Morning,Friday,November,5,11,01-11-2024,0.31.00
12,GPay,18,Green Tea,Afternoon,Friday,November,5,11,01-11-2024,0.31.00
12,Paytm,18,Green Tea,Afternoon,Friday,November,5,11,01-11-2024,0.31.00
15,Paytm,25,Rose Tea,Afternoon,Friday,November,5,11,01-11-2024,0.31.00
22,Cash,18,Adrak Chai,Night,Friday,November,5,11,01-11-2024,0.31.00
8,Cash,25,Rose Tea,Morning,Saturday,November,6,11,02-11-2024,19.44.03
10,GPay,18,Green Tea,Morning,Saturday,November,6,11,02-11-2024,19.44.03
10,GPay,18,Adrak Chai,Morning,Saturday,November,6,11,02-11-2024,19.44.03
14,Paytm,18,Adrak Chai,Afternoon,Saturday,November,6,11,02-11-2024,19.44.03
16,Paytm,20,Tandoori Chai,Afternoon,Saturday,November,6,11,02-11-2024,19.44.03
16,Cash,12,Masala Chai,Afternoon,Saturday,November,6,11,02-11-2024,19.44.03
16,GPay,12,Masala Chai,Afternoon,Saturday,November,6,11,02-11-2024,19.44.03
18,Cash,18,Adrak Chai,Night,Saturday,November,6,11,02-11-2024,18.27.02
18,GPay,35,Irani Chai,Night,Saturday,November,6,11,02-11-2024,18.27.02
8,Cash,25,Rose Tea,Morning,Sunday,November,7,11,03-11-2024,23.00.04
9,Cash,18,Adrak Chai,Morning,Sunday,November,7,11,03-11-2024,23.00.04
9,Paytm,18,Adrak Chai,Morning,Sunday,November,7,11,03-11-2024,23.00.04
13,Paytm,12,Masala Chai,Afternoon,Sunday,November,7,11,03-11-2024,13.51.04
13,Paytm,18,Adrak Chai,Afternoon,Sunday,November,7,11,03-11-2024,14.56.07
13,Cash,18,Green Tea,Afternoon,Sunday,November,7,11,03-11-2024,18.24.07
13,Cash,35,Irani Chai,Afternoon,Sunday,November,7,11,03-11-2024,18.24.07
13,Paytm,18,Adrak Chai,Afternoon,Sunday,November,7,11,03-11-2024,18.24.07
16,GPay,20,Tandoori Chai,Afternoon,Sunday,November,7,11,03-11-2024,15.17.07
16,Cash,20,Tandoori Chai,Afternoon,Sunday,November,7,11,03-11-2024,16.43.05
16,Paytm,35,Irani Chai,Afternoon,Sunday,November,7,11,03-11-2024,20.37.01
16,Cash,35,Irani Chai,Afternoon,Sunday,November,7,11,03-11-2024,21.46.01
20,Paytm,18,Green Tea,Night,Sunday,November,7,11,03-11-2024,21.46.01
7,Cash,12,Masala Chai,Morning,Monday,November,1,11,04-11-2024,21.46.01
8,Cash,12,Masala Chai,Morning,Monday,November,1,11,04-11-2024,21.46.01
8,Cash,18,Adrak Chai,Morning,Monday,November,1,11,04-11-2024,21.46.01
12,Cash,35,Irani Chai,Afternoon,Monday,November,1,11,04-11-2024,21.46.01
12,Paytm,18,Adrak Chai,Afternoon,Monday,November,1,11,04-11-2024,21.46.01
14,Cash,18,Green Tea,Afternoon,Monday,November,1,11,04-11-2024,21.46.01
14,Paytm,18,Green Tea,Afternoon,Monday,November,1,11,04-11-2024,21.46.01
7,Cash,18,Green Tea,Morning,Tuesday,November,2,11,05-11-2024,21.46.01
9,Cash,18,Adrak Chai,Morning,Tuesday,November,2,11,05-11-2024,5.41.08
9,Paytm,15,Black Tea,Morning,Tuesday,November,2,11,05-11-2024,12.12.03
9,Paytm,18,Adrak Chai,Morning,Tuesday,November,2,11,05-11-2024,13.40.04
10,Cash,18,Adrak Chai,Morning,Tuesday,November,2,11,05-11-2024,13.40.04
11,Cash,18,Green Tea,Morning,Tuesday,November,2,11,05-11-2024,13.40.04
11,Cash,12,Masala Chai,Morning,Tuesday,November,2,11,05-11-2024,13.40.04
14,GPay,12,Masala Chai,Afternoon,Tuesday,November,2,11,05-11-2024,13.40.04
14,GPay,12,Masala Chai,Afternoon,Tuesday,November,2,11,05-11-2024,13.40.04
18,Cash,15,Black Tea,Night,Tuesday,November,2,11,05-11-2024,13.40.04
18,Cash,15,Black Tea,Night,Tuesday,November,2,11,05-11-2024,13.40.04
18,Cash,15,Black Tea,Night,Tuesday,November,2,11,05-11-2024,13.40.04
21,Paytm,18,Green Tea,Night,Tuesday,November,2,11,05-11-2024,13.40.04
21,Paytm,18,Green Tea,Night,Tuesday,November,2,11,05-11-2024,13.40.04
21,Cash,20,Tandoori Chai,Night,Tuesday,November,2,11,05-11-2024,13.40.04
22,Cash,20,Tandoori Chai,Night,Tuesday,November,2,11,05-11-2024,5.50.06
22,Cash,18,Adrak Chai,Night,Tuesday,November,2,11,05-11-2024,6.39.00
8,Cash,12,Masala Chai,Morning,Wednesday,November,3,11,06-11-2024,11.25.01
11,Cash,30,Butter Chai,Morning,Wednesday,November,3,11,06-11-2024,11.25.01
13,Paytm,35,Irani Chai,Afternoon,Wednesday,November,3,11,06-11-2024,15.32.09
15,GPay,15,Black Tea,Afternoon,Wednesday,November,3,11,06-11-2024,15.32.09
16,GPay,12,Masala Chai,Afternoon,Wednesday,November,3,11,06-11-2024,0.43.08
16,Cash,15,Black Tea,Afternoon,Wednesday,November,3,11,06-11-2024,2.05.01
18,GPay,20,Tandoori Chai,Night,Wednesday,November,3,11,06-11-2024,2.05.01
18,Cash,20,Tandoori Chai,Night,Wednesday,November,3,11,06-11-2024,2.05.01
12,Cash,12,Masala Chai,Afternoon,Thursday,November,4,11,07-11-2024,17.16.00
15,Cash,35,Irani Chai,Afternoon,Thursday,November,4,11,07-11-2024,17.16.00
16,Cash,35,Irani Chai,Afternoon,Thursday,November,4,11,07-11-2024,17.16.00
18,Cash,18,Green Tea,Night,Thursday,November,4,11,07-11-2024,17.33.07
19,Cash,20,Tandoori Chai,Night,Thursday,November,4,11,07-11-2024,20.14.08
19,Paytm,12,Masala Chai,Night,Thursday,November,4,11,07-11-2024,21.38.00
20,Paytm,12,Masala Chai,Night,Thursday,November,4,11,07-11-2024,2.30.07
9,Cash,18,Adrak Chai,Morning,Friday,November,5,11,08-11-2024,5.42.01
9,Cash,35,Irani Chai,Morning,Friday,November,5,11,08-11-2024,5.42.01
9,Paytm,35,Irani Chai,Morning,Friday,November,5,11,08-11-2024,5.42.01
11,GPay,15,Black Tea,Morning,Friday,November,5,11,08-11-2024,5.42.01
13,Paytm,12,Masala Chai,Afternoon,Friday,November,5,11,08-11-2024,5.42.01
13,GPay,12,Masala Chai,Afternoon,Friday,November,5,11,08-11-2024,5.42.01
16,Paytm,18,Adrak Chai,Afternoon,Friday,November,5,11,08-11-2024,5.42.01
16,Cash,18,Adrak Chai,Afternoon,Friday,November,5,11,08-11-2024,5.42.01
20,Cash,20,Tandoori Chai,Night,Friday,November,5,11,08-11-2024,13.32.02
20,Cash,20,Tandoori Chai,Night,Friday,November,5,11,08-11-2024,14.24.03
20,Cash,20,Tandoori Chai,Night,Friday,November,5,11,08-11-2024,20.15.20
22,Cash,12,Masala Chai,Night,Friday,November,5,11,08-11-2024,20.15.20
10,GPay,18,Adrak Chai,Morning,Saturday,November,6,11,09-11-2024,8.18.08
11,GPay,25,Rose Tea,Morning,Saturday,November,6,11,09-11-2024,2.08.00
11,Paytm,25,Rose Tea,Morning,Saturday,November,6,11,09-11-2024,3.00.06
11,Cash,12,Masala Chai,Morning,Saturday,November,6,11,09-11-2024,8.44.02
13,Paytm,20,Tandoori Chai,Afternoon,Saturday,November,6,11,09-11-2024,8.44.02
13,Paytm,20,Tandoori Chai,Afternoon,Saturday,November,6,11,09-11-2024,8.44.02
14,GPay,20,Tandoori Chai,Afternoon,Saturday,November,6,11,09-11-2024,21.51.06
14,Cash,20,Tandoori Chai,Afternoon,Saturday,November,6,11,09-11-2024,22.50.04
14,Paytm,35,Irani Chai,Afternoon,Saturday,November,6,11,09-11-2024,22.50.04
15,Paytm,18,Adrak Chai,Afternoon,Saturday,November,6,11,09-11-2024,22.50.04
16,GPay,12,Masala Chai,Afternoon,Saturday,November,6,11,09-11-2024,15.47.08
16,GPay,18,Green Tea,Afternoon,Saturday,November,6,11,09-11-2024,16.52.04
20,Cash,35,Irani Chai,Night,Saturday,November,6,11,09-11-2024,16.52.04
20,Cash,12,Masala Chai,Night,Saturday,November,6,11,09-11-2024,16.52.04
22,Cash,18,Green Tea,Night,Saturday,November,6,11,09-11-2024,13.27.07
22,GPay,35,Irani Chai,Night,Saturday,November,6,11,09-11-2024,13.27.07
22,Cash,35,Irani Chai,Night,Saturday,November,6,11,09-11-2024,13.27.07
9,GPay,35,Irani Chai,Morning,Sunday,November,7,11,10-11-2024,13.27.07
17,GPay,18,Green Tea,Night,Sunday,November,7,11,10-11-2024,13.27.07
18,GPay,20,Tandoori Chai,Night,Sunday,November,7,11,10-11-2024,12.53.04
18,Cash,20,Tandoori Chai,Night,Sunday,November,7,11,10-11-2024,14.03.06
20,GPay,15,Black Tea,Night,Sunday,November,7,11,10-11-2024,14.03.06
20,GPay,15,Black Tea,Night,Sunday,November,7,11,10-11-2024,14.03.06
7,Cash,15,Black Tea,Morning,Monday,November,1,11,11-11-2024,14.03.06
9,Cash,18,Adrak Chai,Morning,Monday,November,1,11,11-11-2024,14.03.06
10,Cash,25,Rose Tea,Morning,Monday,November,1,11,11-11-2024,19.09.05
16,GPay,15,Black Tea,Afternoon,Monday,November,1,11,11-11-2024,16.18.44
16,Cash,20,Tandoori Chai,Afternoon,Monday,November,1,11,11-11-2024,19.52.07
17,Cash,15,Black Tea,Night,Monday,November,1,11,11-11-2024,19.52.07
19,Paytm,12,Masala Chai,Night,Monday,November,1,11,11-11-2024,0.46.09
19,GPay,20,Tandoori Chai,Night,Monday,November,1,11,11-11-2024,4.15.05
21,Cash,12,Masala Chai,Night,Monday,November,1,11,11-11-2024,8.31.07
21,Cash,12,Masala Chai,Night,Monday,November,1,11,11-11-2024,9.47.00
10,Cash,12,Masala Chai,Morning,Tuesday,November,2,11,12-11-2024,3.08.06
13,Cash,12,Masala Chai,Afternoon,Tuesday,November,2,11,12-11-2024,15.45.04
14,Cash,12,Masala Chai,Afternoon,Tuesday,November,2,11,12-11-2024,15.45.04
16,Cash,20,Tandoori Chai,Afternoon,Tuesday,November,2,11,12-11-2024,15.45.04
